종목명,상장유형,공모가(원),상장일,상장주식수,매출총이익률,영업이익률,ROE(지배),매출액증가율(YoY),영업이익증가율(YoY),유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액,세전계속사업이익,당기순이익(지배),자본총계(지배),EBITDA2,순부채,매출액증가율(YoY)-before,영업이익증가율(YoY)-before
수산아이앤티,신규상장,11500,2016-10-11,6751000,100,31.35,10.29,1.51,-26.17,3396.43,3385.39,3.2,,4.06,68.07,14081607,5020044,4295512,44316087,5482624,-31773047,6.27,-15.92
앤디포스,신규상장,14500,2016-10-12,15068965,40.85,28.45,78.2,23.88,163.67,294.22,259.77,42.81,78.64,10.78,13.26,57457562,16459233,13758486,24456256,17362117,-13622239,85.94,896.98
잉글우드랩,신규상장,6000,2016-10-14,17366154,24.05,10.36,33.39,52.94,33.49,273.58,127.57,73.38,26.5,7.93,5.49,59639860,6194286,5527983,26653868,6813500,10207446,,
에이치시티,신규상장,17000,2016-10-17,4579934,44.26,21.97,28.05,6.49,-16,115.34,115.03,88.18,24.73,3.57,71.1,24453537,5392075,4901171,18763432,7277185,1900983,,
인텔리안테크,신규상장,19000,2016-10-18,7165110,49.94,8.77,20.9,-0.09,-7.84,276.53,168.8,89.83,6.45,4.43,4.4,59488309,5740715,5361623,29616303,7216632,11885793,,
골든센츄리,신규상장,3500,2016-10-19,29800000,32.28,25.7,30.48,31.99,8.23,519.4,493.76,14.53,60.65,2.62,26.97,77805568,19853810,13864762,56268368,21635023,-3729446,,
GRT,신규상장,5000,2016-10-25,67375000,34.56,29.7,29.14,7.24,0.93,220.03,216.68,56.83,24.38,5.42,44.89,164474872,45123489,35046704,168914664,51657080,-27931493,,
에이치엘사이언스,신규상장,27000,2016-10-28,5142148,72.87,12.55,28.51,37.85,19.48,343.12,290.17,19.71,338.92,16.23,19.77,23705272,4266091,3532940,14527818,3196987,-3288791,,
코스메카코리아,신규상장,54000,2016-10-28,5340000,22.03,6.44,24.59,45.13,156.2,98.29,73.81,205.66,14.09,6.12,13.04,99149813,5530224,5027176,22865228,8833851,12425341,,
인크로스,신규상장,43000,2016-10-31,2939035,35.38,20.88,-1.06,-47.75,43.4,140.74,140.74,147.49,564.08,10.43,,26514435,5423673,-230259,21434482,5925129,-11267536,43.39,87.65
세화피앤씨,신규상장,2000,2016-11-02,5315000,42.7,4.7,4.18,9.61,102.58,121.71,75.04,70.05,4.68,5.21,5.77,22015957,460078,496006,12110876,1948028,4665472,0.68,-51.86
얼라인드,신규상장,25500,2016-11-03,3561724,64.84,-8.73,-4.56,75.86,58.22,2186.4,1616.68,13.13,-26.73,6.02,3.52,4095688,-261356,-261356,6062794,-119298,-3239918,,
오가닉티코스메틱,신규상장,4000,2016-11-04,56925000,47.96,28.09,46.11,29.28,37.87,268.48,234.22,29.33,79.69,5.29,12.84,135381039,48741424,34455109,92592552,39947102,-15597147,,
클리오,신규상장,41000,2016-11-09,16873215,62,21.06,99.73,151.99,3340.41,99.87,75.64,131.82,88.31,15.21,15.15,107077015,22814943,17694248,26488853,23961070,-15378806,,
핸디소프트,이전상장,5600,2016-11-24,7459009,27.38,7.66,18.52,-5.96,210.97,220.49,178.29,67.12,2.33,5.5,11.82,41552026.84,3979464.03,3996446.93,22639896.58,3530867.41,-11543600.68,-32.3,-79.98
에이치엔티,신규상장,10000,2016-11-28,6701100,10.96,1.83,5.12,15.96,-39.05,94.53,69.84,195.1,2.83,11.34,15.42,142234228,1994423,1546020,30781513,6451440,8495926,-36.12,-81.05
뉴파워프라즈마,신규상장,17500,2016-11-30,7903379,48.98,15.77,16.9,41.09,32.26,224.04,179.88,51.68,23.07,5.25,7.78,50526095,9500942,8321912,53906815,9311616,-12967671,,
엘앤케이바이오,이전상장,15000,2016-11-30,9926362,66.48,17.61,23.69,58.46,162.84,216.95,158.3,63.12,5.67,2.35,3.14,32045849.28,5723832.85,6299521.24,38425273.18,7218691.13,11794206.73,-23.27,-61.41
퓨쳐켐,이전상장,15000,2016-12-01,5622139,-20.99,-162.28,,,,471.47,415.86,-192.25,-2.59,,,1446740,-24529223,-24529223,-17111968,-1969440,6674076,8.54,-5603.57
오션브릿지,신규상장,6600,2016-12-01,8622720,23.44,14.82,65.75,48.05,295.86,244.61,203.22,58.61,36.14,8.01,23.97,25388918,3720425,3496001,8477151,4404503,-2386339,,
자비스,신규상장,2000,2016-12-02,4500000,38.01,6.58,9.68,2.21,11.5,173.59,87.76,101.94,2.82,4.34,3.02,12717387,382257,495452,7033891,1471879,3542132,7.63,106.81
신라젠,신규상장,15000,2016-12-06,61616527,100,-1313.62,-77.01,-13.19,-59.04,210.8,210.8,76.03,-3.02,0.38,,1809856.65,-54052981.72,-55853787,86935317.77,-20404029.08,-45420768.19,-22.71,-60.79
애니젠,신규상장,18000,2016-12-07,4734831,13.32,-31.79,-119.94,1.24,-95.35,130.37,77.19,239.05,-2.68,3.95,1.66,3722441,-2573797,-2573797,3096488,-355355,403481,-8.25,-246.88
유니온커뮤니티,이전상장,5000,2016-12-07,14679007,37.07,4.75,,,,145.71,108.58,189.64,2.88,,,42764694.62,1935206.17,2238973.5,11638722.31,2978320.58,12201696.45,15.54,-63.12
코썬바이오,이전상장,7000,2016-12-09,21740000,53.74,37.16,36.59,14.48,29.38,486.78,457.73,23.15,,5.45,27.81,25807411.82,9902780.27,7981185.88,26182130.43,10325245.85,-14737154.9,18.01,160.29
마이크로프랜드,신규상장,7300,2016-12-12,10641366,19.93,6.83,10.48,-31.59,-67,280.19,132.92,54.34,14.01,28.64,3.29,36554673,2542652,2265294,22852049,4930704,-4233164,7.5,42.81
TS인베스트먼트,신규상장,1300,2016-12-15,22421004,91.26,55,,,,240.33,,25.39,,,,5975371,3261207,2516925,11085301,3330444,-2579053,,
DSC인베스트먼트,신규상장,1700,2016-12-19,17500000,91.96,37.14,17.77,93.89,254.23,106.33,,33.79,,,,4440168,1631401,1299402,8314952,1681066,632002,,
퓨전,신규상장,11500,2016-12-21,3030000,42.71,26.22,200.28,11.89,1066.82,144.32,111.04,499.71,14.73,3.09,11.41,18784416,4385583,2766127,2767005,5243203,3565891,,
한국비엔씨,신규상장,2000,2016-12-28,6830000,62.57,14.49,16.24,67.69,23.1,456.16,387.16,27.37,23.45,2.63,7.19,10636440,1385289,1416949,12764039,2161229,-4447593,46.96,33.08
유바이오로직스,신규상장,6000,2017-01-24,24231986,-20.37,-169.81,,,,53.34,21.02,-221.68,-2.4,,,1602679,-2828023,-2828023,-11620985,-1434778,7733843,,
서플러스글로벌,신규상장,8000,2017-01-25,18494000,24.45,14.91,26.44,66.17,82.76,189.37,26.81,101.88,9.41,93.34,1.75,95425757,12322233,9653130,41306403,14859521,27660765,,
피씨엘,신규상장,8000,2017-02-23,8921164,42.11,-560.4,-34.68,70.38,-187.94,329.96,325.4,31.85,-29.3,3.81,2.76,243022,-1864166,-1864166,4988681,-1312216,-3542756,-75.27,-58.53
모바일어플라이언스,신규상장,3500,2017-02-24,15000000,14.44,3.52,25.54,1.71,-59.1,117.13,101.01,325.26,2.44,6.46,19.47,53720245,1416798,1679195,8025075,4018873,10665414,2.13,-7.03
에프엔에스테크,신규상장,14000,2017-02-27,5851101,13.86,6.88,20.33,78.92,163.77,137.77,72.87,138.06,7.42,12.81,9.69,44577688,2942899,2793713,15099504,4178779,6226292,-54,-733.66
신신제약,신규상장,4500,2017-02-28,15170500,37.35,10.45,16.55,10.55,171,138.88,112.08,116.53,9.91,2.49,8.93,51614383,5047109,3885684,28219102,6424639,14712294,3.63,2.5
에스디생명공학,신규상장,12000,2017-03-02,22064400,59.05,35.53,111.57,669.79,764.54,278.68,241.58,38.64,133.75,28.06,29.71,74634006,24246715,18286571,30409320,26730000,-17547620,,
아스타,신규상장,8000,2017-03-20,9402523,-4.7,-625.55,-554.1,42.11,1.97,2022.45,1834.54,28.19,-2.04,6.1,1.03,364260,-1924226,-1924226,5306539,-2110579,-4703673,,
코미코,신규상장,13000,2017-03-23,8075000,43.7,16.7,26.72,19.18,95.75,141.57,128.13,156.86,5.69,7.68,28.15,84172728,11910364,7156663,30404330,18738778,11321276,145.82,475.92
서진시스템,신규상장,25000,2017-03-27,5642185,42.04,28.88,94.41,58.15,373.48,60.51,33.66,333.01,6.58,5.67,5.81,77742403,17878040,18247064,33738508,28830725,81334482,,
이엘피,이전상장,20000,2017-04-06,4839500,50.96,37.04,,,,337.07,279.08,42.28,72.72,,,30914029.95,11413457.14,10749434.19,25968676.89,11890379.22,82765.08,58.37,147.34
유에스티,신규상장,2000,2017-04-06,2605000,14.03,9.35,11.46,8.58,6.51,201.43,93.29,42.06,21.06,5.43,2.69,50637435,4347244,3380077,31185727,6177935,7812375,4.63,13.15
와이엠티,신규상장,21000,2017-04-27,3602600,41.36,22.19,21.43,8.89,38.87,180.02,148.96,85.36,7.38,2.84,7.83,49939561,10294288,6455800,37378666,13495944,15076176,27.97,97.25
소프트캠프,신규상장,2000,2017-04-27,3210000,51.69,-23.61,-56.54,-11.95,-152.42,130.76,130.76,170.82,-26.99,2.26,,13781626,-3364480,-3744484,4711794,-1751788,2905632,-0.74,-321.99
하나머티리얼즈,신규상장,12000,2017-04-28,9459737,29.04,18.17,24.52,16.25,12.3,85.22,38.33,74.34,13.84,11,4.78,61280726,11182206,9030783,41724376,16841472,18706684,66.47,154.94
포인트엔지니어링,신규상장,2000,2017-05-02,7000000,25.63,13.28,12.37,40.86,159.87,123.29,112.2,82.64,13.04,3.72,16.14,31274552,3511162,3151664,26565644,6751416,10079642,,
필옵틱스,신규상장,48000,2017-06-01,5775200,15.52,8.54,64.78,200.75,289.72,106.95,100.75,269.22,17.53,28.82,60.12,182780382,15453629,15131226,31153622,18318848,12791999,106.41,28.8
이랜시스,신규상장,2000,2017-06-01,4315000,16.49,8.23,25.71,20.3,-10.02,173.94,159.22,56.07,75.89,4.04,58.07,33937918,3493296,2707209,11917303,3110025,1011182,,
삼양옵틱스,신규상장,16700,2017-06-02,10000000,51.28,31.15,51.79,9.72,11.1,339.86,249.84,25.62,9260.72,10.05,9.6,62786098,19159330,15966108,33948441,21452180,-11912407,10.99,18.84
보라티알,신규상장,14300,2017-06-08,6750733,42.16,22.16,70.21,450.79,392.86,250.57,127.07,75.58,27.52,7.59,4.83,38351961,9323256,7406093,15427953,8757879,3565941,,
나인테크,신규상장,2000,2017-06-22,4020000,18.65,4.91,6.96,9.33,-11.79,138.18,64.03,245.63,11.71,5.93,4.49,27758689,680967,538972,8016875,1730962,4223322,40.87,470.95
덴티스,신규상장,2000,2017-06-26,4260000,46.98,12.55,21.68,23.21,51.72,180.38,130.32,180.5,4.33,1.92,3.81,39485961,4534458,4082741,20257771,6802023,26331782,24.53,116
하림지주,신규상장,20700,2017-06-30,70718000,21.23,7.27,21.75,21.19,28.36,70.44,48.94,205.39,3.83,15.13,14.18,6196497585,447498868,174836402,808314132,679542456,3274063493,30.46,53.44
아우딘퓨쳐스,신규상장,26000,2017-07-12,5925190,43.13,16.92,48.97,126.22,366.24,227.02,175.51,38.79,79.06,11.65,19.9,56780137,9193168,9122506,23206082,10289960,-2855534,57.15,11.5
브이원텍,신규상장,17700,2017-07-13,7366090,49.25,36.59,43.49,107.14,263.82,365.72,321.25,31.68,732.82,4.9,8.51,24455282.59,9542813.43,7942028.4,24152755.69,8996699.9,-15278553.77,,
힘스,신규상장,20000,2017-07-20,4968000,31.95,12.93,28.64,104.71,688.11,147.97,94.45,117.4,14.91,7.88,7.28,50875859.87,6115095.6,4951082.03,22298431.77,7478910.53,-2012921.24,-7.17,-715.61
이즈미디어,신규상장,7500,2017-07-26,7045100,35.74,10.02,22.2,12.9,88.85,146.88,114.64,170.94,9.63,2.62,7.32,43104877.43,4794793.03,4166877.53,20854432.92,4785409.31,527974.18,30.5,-3.22
셀트리온헬스케어,신규상장,41000,2017-07-28,136688120,29.02,23.57,21.4,88.31,59.58,170.47,41.72,206.4,5.48,3.3,0.53,757741187,163109250,122896341,648652709,178753873,193155932,141.02,222
디앤씨미디어,신규상장,20000,2017-08-01,4034223,100,19.55,57.8,31.52,40.72,340.74,330.3,42.3,944.23,8.92,71,18893266,3734258,3011991,6768874,3700498,-5920270,,
지니언스,신규상장,13500,2017-08-02,4854900,55.35,18.49,22,33.23,7.24,452.18,438.81,35.59,17.76,3.58,13.99,20614790.95,3771012.35,3260515,19731432.86,4005526.93,-14936109.39,,
데이타솔루션,신규상장,3300,2017-08-03,15358580,13.44,3.91,22.51,87.41,698.29,148.16,118.33,123.64,19.2,16.73,23.21,100819750,3858788,3054257,17716977,5202662,-4039047,-2.5,-21.34
모트렉스,신규상장,38300,2017-08-04,5336109,21.22,9.03,38.71,42.53,575.81,139.1,73.48,118.98,18.24,7.35,5.93,235228963.6,19597841.38,20303568.83,61851505.52,25450113.2,23765363.35,13.29,-88.13
와이즈버즈,신규상장,2000,2017-08-07,7510000,12.47,3.75,18.24,21.24,3.22,185.14,185.14,114.74,,3.65,,57753537,2023224,2023224,12101346,2456500,-6637487,72.49,84.62
컬러레이,신규상장,3800,2017-08-10,54000000,68.45,57.8,67.16,44.92,65.33,373.41,327.64,24.94,71.64,3.34,7.66,40289983,24059814,19896729,42856040,24594843,-13087735,,
알에스오토메이션,신규상장,6000,2017-08-11,9103140,15.65,4.34,16.27,10.45,44.94,113.1,77.97,222.8,3.97,3.7,5.72,70697897,2388842,3004152,20031898,4569277,13708983,28.77,236.11
이더블유케이,신규상장,5000,2017-08-22,6586600,28.1,15.49,39.63,66.55,82.64,105.17,103.26,292.24,7.28,7.47,90.4,28569861,3963629,3223585,10251215,5028921,12078733,84.09,2023.26
지엔원에너지,신규상장,2000,2017-08-22,4602000,,,,,,,,,,,,,,,,,,,
덕우전자,신규상장,15500,2017-08-28,8110066,27.13,17.88,31.3,-12.18,-13.01,109.44,94.3,55.04,499.71,11.01,27.67,77312103.56,13594478.66,10742616.18,39918744.22,17469260.47,-11342871.55,,
케이피에스,이전상장,14000,2017-09-06,4270000,34.79,15.52,64.54,105.09,409.12,116.17,114.81,332.87,3.35,1.65,49.05,17547374.31,3017524.74,2555349.43,6249766.05,3844144.65,10555095.62,-21.19,-202.05
펄어비스,신규상장,103000,2017-09-14,12066300,100,64.24,101.54,175.25,111.83,468.67,468.67,29.47,395.83,5.88,,92730434.99,58375808.75,50861093.15,78548154.97,60622801.85,-68130824.34,,
샘코,신규상장,11000,2017-09-15,7756131,19.96,8.48,11.42,4.7,29.51,159.45,111.57,80.92,5.28,3.55,6.33,28814071,2225657,2044046,20137575,4274432,9663429,-11.94,7.79
앱클론,신규상장,10000,2017-09-18,6800000,56.91,-51.47,-12.63,60.18,47.98,896.57,896.4,33.65,-32.93,10.71,292.18,3120330,-1539585,-1596675,11979073,-1299968,-9643073,9.05,-49.38
선익시스템,신규상장,37000,2017-09-20,6000000,26.36,16.27,72.47,397.91,572.82,165.9,161.95,90.1,66.88,11.32,139.58,143709381,24364621,23612029,44315691,24968770,4353478,-37.43,-387.17
엠플러스,신규상장,18000,2017-09-20,5111890,24.58,15.11,,,,118.67,56.48,255.45,5.64,,,28031364,4615966,3541906,10806392,4643930,-3624868,,
유티아이,신규상장,25000,2017-09-27,5332145,45.6,31.6,107.67,154.81,267.98,90.92,74.94,164.76,20.31,15.06,12.53,38881708.71,11408085.94,12848562.54,18393448.37,17934637.4,14033483.4,,
신흥에스이씨,신규상장,16000,2017-09-27,6551683,15.48,7.1,10.31,30.55,259.63,89.69,66.05,117.1,9.15,10.19,14.3,100094144.1,6277672.18,4477569,45887585.9,13408996.29,23835343.12,-1.34,-63.79
휴온스블러썸,신규상장,5100,2017-09-28,7876580,26.05,17.42,45.33,32.36,307.66,218.38,192.34,45.73,110.18,6.72,23.19,27164350,4867786,3855610,10677245,4989967,-2185137,,
야스,신규상장,23500,2017-09-29,12930000,30.46,19.35,31.11,159.4,1052.43,202.94,198.55,64.86,59.99,17.59,48.14,82981673,14280552,13063901,49183953,17460821,-22446855,6.51,21.06
인산가,신규상장,2000,2017-09-29,2210000,60.13,9.2,,,,151.67,87.74,137.44,7.37,,,24970715.23,2739744.18,1313711.02,10014827.7,3027382.9,5809554.83,4.7,-43.36
상신전자,신규상장,13300,2017-10-16,3921000,18.25,9.23,30.65,7.48,24.5,151.99,97.28,126.57,15.59,6.99,7.54,72065811.16,5849655.97,5211816.08,18020551.64,7086793.14,4609922.72,,
세원,이전상장,5700,2017-10-20,3633000,21.06,7.29,15.93,6.23,76.08,145.89,132.4,102.07,21.76,5.67,21.82,42352120,2814882,2650866,18419586,5161666,-4758362,13.65,21.95
영화테크,신규상장,12500,2017-10-26,5345090,20.21,10.62,20.71,34.89,91.46,191.14,159.89,59.59,29.22,5.59,11.31,61373259.24,6544035.54,5587199,31102799.18,8534689.07,-4280489.43,,
코오롱티슈진,신규상장,27000,2017-11-06,60379425,100,-29.54,-49.64,4183.11,35.53,784.34,784.34,234.73,-7.89,,,13294675,-4474618,-2622471,8778415,-3546394,-6560376,,
비디아이,이전상장,10000,2017-11-09,5280500,10.79,6.78,25.84,7.89,-37.17,110.94,109.7,325.4,6.16,2.9,134.62,100557956.2,5397446.34,3952901,17253006.42,7230064.91,23557665.75,21.3,648.8
스튜디오드래곤,신규상장,35000,2017-11-24,28037240,13.99,10.77,,,,96.38,96.38,77.82,19.5,,,154446744,10498914,8142776,136109511,38811505,16536157,,
비즈니스온,신규상장,9000,2017-11-30,9544940,100,40.49,,,,259.41,259.41,71.71,4464.86,,,11710995.46,3093618.07,2625554.32,9763892.1,5143511.32,-9992519.99,,
대원,신규상장,15000,2017-12-01,11050000,11.49,6.54,18.37,-14.25,98.41,189.47,105.01,79.9,13.22,26.28,2.52,267470103,47162374,37832585,217486310,19522483,-41471617,-16.13,122.33
체리부로,신규상장,4700,2017-12-04,27872369,16.75,8.13,31.24,18.98,578.78,56.33,27.32,277.36,4.35,16.88,13.55,314406872,19213671,16030747,58971117,37333442,138465123,3.4,126.31
에스트래픽,신규상장,10000,2017-12-05,11450592,21.6,9.86,53.93,44,46.15,163.18,160.59,173.7,33.34,9.05,289.25,88846365.24,8240272.4,7322381.74,16626976.55,9525030.06,-7884545.87,,
메카로,신규상장,33000,2017-12-06,9834640,24.36,6.44,13.1,36.77,-44.6,217.61,113.24,95.2,10.78,9.1,5.84,48134322,3041354,2925743,23767709,5627640,8886397,53.35,788.11
씨티케이,신규상장,55000,2017-12-07,10122151,28.67,19.95,100.54,119.33,113.96,173.79,161.74,105.15,310.37,5.27,31.83,133888368,29936958,23325157,36303399,27244802,-8448029,,
레이크머티리얼즈,신규상장,2000,2017-12-12,4840000,26.35,9.1,,,,94.09,55.07,214.68,1.38,,,24342466.02,-4379128.24,-4379128,15473184.86,4124425.15,25529894.84,51.5,-4.32
디바이스이엔지,신규상장,12000,2017-12-20,6782000,18.86,8.66,18.38,30.27,189.31,119.42,80.25,222.41,19.99,8.04,5.2,70777194,5080957,4540486,25897641,7061650,-22846279,18.14,-13.95
시스웍,신규상장,2800,2017-12-26,18000000,33.76,24.35,47.32,55.7,118.15,272.74,219.73,50.59,104.03,3.05,16.47,24293569,6181920,5213713,13463697,6087585,1732365,,
씨앤지하이테크,신규상장,16000,2018-01-25,4202740,19.79,14.66,43.76,-6.34,40.06,212.9,192.46,68.77,237.23,14.84,32.44,44344825,6913283,5498276,15179978,6938493,-13421930,40.92,61.28
SG,신규상장,6000,2018-01-26,12506024,31.79,12.24,43.72,44.37,62.26,61.82,58.73,235.26,8.47,7.59,89.8,93642364.28,10672497.63,9004249.36,24812742.44,13057487.9,24434859.22,26.55,60.04
배럴,신규상장,9500,2018-02-01,7215846,70.91,18.77,55.54,53.68,-12.38,580.24,350.92,63.53,30.47,25.74,6.34,24246628,4559084,3713118,8535102,4712318,-2501877,,
링크제니시스,이전상장,30000,2018-02-05,2136300,27.42,16.21,,,,559.54,559.54,24.71,15.73,,,10194510.44,1972304.59,1758422.42,9677498.29,1803157.37,-5519548.16,47.16,42.17
카페24,신규상장,57000,2018-02-08,8858157,100,-2.09,-13.99,22.91,-8.8,98.47,97.96,396.5,-3.33,11.24,1294.86,101869462,-1100714,-1342198,8962849,2706690,3026032,17.85,52.96
아시아종묘,이전상장,4500,2018-02-12,9215539,45.95,2.82,14.05,-2.28,157.14,120.13,59.43,93.69,1.15,3.2,2.22,20974770.37,196936.89,2189775.93,16690435.75,1297763.33,10461456.14,9.36,-613.73
알리코제약,신규상장,12000,2018-02-12,8843825,57,8.94,16.27,45.9,85.56,86.49,56.48,200.36,6.58,5.42,7.67,48126650,2585982,2242617,15456954,5306085,12148082,11.29,4.84
동구바이오제약,신규상장,16000,2018-02-13,9604000,60.12,12.09,88.74,8.7,32.26,77.97,52.14,196.26,4.33,6.55,8.17,87363406.75,10219145.25,10912838.47,22045019.34,12717691.65,16733289.35,,
엔지켐생명과학,이전상장,56000,2018-02-21,7623232,16.46,-28.52,-25.65,39.65,9.56,420.32,323.88,36.03,-37.39,3.95,4.43,21835379.81,-6295233.27,-6331627.33,26957977.99,-4885809.59,-5542072,0.36,-370.6
오스테오닉,신규상장,7700,2018-02-22,6454995,60.2,22.19,17.74,89.33,390.09,185.85,140.64,84.72,3.77,1.67,3.35,6640435.24,1128364.42,1540800.46,11677799.14,1953589.62,3404026.27,35.9,-12.3
린드먼아시아,신규상장,6500,2018-03-14,13500000,95.2,56.24,,,,421.8,,12.31,,,,6335100,3564876,2801684,14372599,3586478,-383518,,
에코마이스터,신규상장,5200,2018-03-15,10788540,35.91,7.33,0.87,-37.49,-78.35,84.17,81.3,215.32,0.44,0.69,18.85,22960526,-841394,295094,33644937,4789329,57380392,-13.44,-11.23
케어랩스,신규상장,20000,2018-03-28,5977430,100,11.16,31.75,62.52,57.55,105.68,105.68,52.43,126.15,13.13,,18597106,2108561,1934501,10403653,2177670,-2940018,,
네오셈,신규상장,2000,2018-04-04,5510000,50.78,19.37,27.65,80.29,169.14,296.16,194.35,101.19,15.41,5.84,5.31,40809156,7052071,6248290,26820554,8262482,9884617,40.03,115.49
JTC,신규상장,8500,2018-04-06,35005517,70.46,5.82,18.52,-0.12,-4.52,271.09,169.92,65.63,108.96,26.75,8.95,532458669,30829431,24550249,143961529,35722888,-9208377,-14.93,-64.1
제이시스메디칼,신규상장,2000,2018-05-08,4235000,43.35,-9.56,-31.46,-6.02,-593.51,121.48,79.75,207.14,-6.64,4.19,3.88,23375154,-3398748,-3398982,9105543,-628411,5520350,9.24,-52.9
제노레이,신규상장,23000,2018-05-28,4028700,37.2,13.94,26.45,16.23,35.1,233.41,123.44,55.3,13.53,6.24,4.26,44491538,5508705,5169983,24297586,8124377,3256176,20.07,76.82
세종메디칼,신규상장,15000,2018-05-29,6777741,68.24,35.65,16.02,13.91,38.43,419.87,348.62,18.31,102.17,17.92,8.44,14549536,4164344,3214068,21660091,5973452,-8111235,6.83,40.98
현대사료,신규상장,6600,2018-06-01,6150486,16.5,4.74,12.02,-18.2,-20.68,190.44,163.48,74.07,8.3,2.39,8.63,87143008,6940077,5604218,48738356,4653614,8424188,-14.93,7.8
파워넷,신규상장,6500,2018-06-07,12009614,15.65,5.88,23.89,-10.98,1.62,198.53,149.07,67.61,55.9,8.93,11.83,122604473,6023943,6795974,31706608,8548614,-8470219,15.25,16.49
카이노스메드,신규상장,2000,2018-06-08,5401000,90.36,-111.18,-89.72,0.86,5.9,1086.18,1086.18,23.41,-20.83,2.03,,2178600,-2623801.41,-2623801.41,6148294.45,-2282030.06,-3743844.72,504.69,-16.44
EDGC,신규상장,6500,2018-06-26,35898940,20.36,-159.91,-99.26,132.21,-59.39,338.61,321.69,27.24,-5.32,3.97,8.31,3234750,-6080151,-6080151,10965574,-4839825,-7015227,,
SV인베스트먼트,신규상장,7000,2018-07-06,26617000,96.43,42.1,29.13,66.6,192.39,210.74,,45.49,,,,17961441,7515179,6148693,23291111,7638565,-923538,,
아이큐어,신규상장,65000,2018-07-12,6123518,32.13,-0.81,3.13,45.89,89.63,171.51,119.99,211.99,-1.46,8.49,9.97,39796329,346055,537949,17474713,292216,12294978,46.08,-227.39
올릭스,신규상장,36000,2018-07-18,6433321,100,-2217.53,-33.07,-37.75,-41.56,1566.02,1495.33,15.87,-127.32,6.96,0.67,243966,-5163925,-5163925,18676448,-5040441,-13459423,-56.82,-75.51
알로이스,신규상장,2000,2018-07-20,2760000,29.11,5.4,24.05,78.77,-34.37,279.49,166.12,95.09,102.44,9.44,6.76,10054104,456671,419252,2086923,658049,370895,837.35,357.01
그리티,신규상장,11500,2018-07-23,10073715,59.56,8.06,15.18,19.13,117.47,376.79,161.53,30.66,41.11,15.49,4.04,125799821,9848242,7924812,55611155,11050414,-9392603,3.04,-35.07
한국유니온제약,신규상장,18000,2018-07-26,5745000,51.3,15.45,14.2,7.11,24.07,125.11,99.49,157.92,9.91,1.74,5.79,50846099,7189864,3090999,23269818,9801887,21093415,7.42,223.85
휴네시온,신규상장,10000,2018-08-02,4803836,51.77,23.92,45.39,18.19,96.55,565.84,548.92,20.25,1000.48,4.2,32.5,14026105,3465872,2994375,9582919,3522757,-6589567,,
에스에스알,신규상장,9000,2018-08-06,5662567,47.91,23.25,43,37.26,26.81,250.83,220.47,67.27,12.55,2.29,,11325540,2788555,2515176,9125754,3169298,168306,,
디아이티,신규상장,10000,2018-08-07,18900000,25.09,13.19,9.49,21.13,32.82,193.83,122.78,74.08,422.45,8.65,1.82,85994057,13060287,11099075,122515622,12208374,-94174899,,
대유,신규상장,9000,2018-08-10,9052400,63.07,24.12,20.14,8.16,34.1,829.42,604.36,23.87,103.31,14.68,4.43,28494483,6970766,5458428,29346252,7088303,-14088576,6.96,3.37
바이오솔루션,신규상장,29000,2018-08-20,7659926,50.68,-36.22,-34.28,56.4,41.99,281.6,241.23,67.03,,2.93,8.6,5010775,-1806233,-1806233,4417119,-1203657,-1472019,47.63,4.03
에이피티씨,신규상장,9000,2018-08-23,23234595,42.65,30.86,60.77,8.64,35.15,430.62,170.65,23.68,869.57,474.32,3.45,41122169,12807027,10849950,23944251,12960357,-7303941,,
오파스넷,신규상장,11000,2018-08-24,4025902,15.3,4.86,20.58,-0.32,8.35,205.29,179.15,104.38,23.22,5.91,22.57,71416346.42,4029814.36,3080131.76,16641287.41,3553159.77,-9305803.57,-1.33,6.2
액트로,신규상장,20000,2018-08-28,5000054,22.29,15.66,43,170.4,463.07,110.77,91.35,97.9,11.74,15.29,22.9,91030061,7091919,7083832,27096003,17692908,-8803803,12.82,-36.87
지니틱스,신규상장,2000,2018-08-30,4110000,20.27,-0.25,,,,114.26,77.39,107.99,-0.14,,,47914782.05,431004.49,-684411.06,11627136.17,1465254.77,2821642.07,,
디지캡,이전상장,12000,2018-09-07,3531115,34.63,15.19,16,45.54,312.95,368.52,368.52,83.24,72.92,5.47,,16310645.33,2325428.05,2044960.28,16037131.06,3093146.31,2020419.65,1.81,-48.08
명성티엔에스,신규상장,20000,2018-09-13,6370000,21.06,11.27,59.74,148.31,25.75,131.47,128.1,223.09,19.07,18.28,45.14,64575368,7046543,5862081,13955959,7469668,16731278,48.05,869.71
엔피,신규상장,2000,2018-09-13,7550000,,,,,,,,,,,,,,,,,,,
지티지웰니스,신규상장,11000,2018-09-21,5652665,54.97,8.48,24.72,12.71,12.26,317.27,160.98,110.16,2.47,5.78,3.05,24046058.68,2412939.48,2163069.64,11809156.1,2587356.43,8237924.85,,
더블유에스아이,신규상장,2000,2018-09-21,4330000,35.51,26.22,,,,151.73,126.89,187.53,40.35,,,11469448,2945558,2362120,2788573,3010327,2131117,,
크리스에프앤씨,신규상장,30000,2018-10-01,11715480,64.98,16.48,,,,153.95,35.42,72.17,51.07,,,281050483,46013649,33578444,121760924,51089236,35888875,24.49,45.81
