종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정주가,6달 후 수정주가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간)
서전기전,신규상장,KQ,"6,500",2014-12-24,"4,600","5,950","7,550","6,500",5.81,2.24,6.04,0.6,13.04,7.83,3.02,"2,170,570","2,170,570","9,726,554,710","4,849,390",0.223798,"44,614,388,000",13.95,"1,200",537,"4,792.52",-511,"-4,569.59",0,0
지란지교시큐리티,신규상장,KQ,"2,000",2014-12-24,"10,000","10,600","11,900","10,925",,,,,,,,"64,018","64,018","639,615,100","5,220,000",0.06132,"10,440,000,000",0.5,10,94,187.76,-95,-189.76,0,0
바이오로그디바이스,신규상장,KQ,"2,000",2014-12-24,"2,010","2,140","2,250","2,460",,,,,,1.82,1.41,"320,563","320,563","645,841,350","5,100,000",0.062855,"10,251,000,000",0.99,20,-109,-220.68,99,200.43,0,0
에이팩트,신규상장,KQ,"1,500",2014-12-26,"2,220","2,325","2,140","2,060",13.61,0.78,3.05,0.89,1.71,18.37,1.06,"22,814,676","22,814,676","62,555,049,600","17,553,680",1.299709,"38,969,169,600",29.89,780,"3,235","9,119.52","-1,970","-5,440.45",0,0
휴메딕스,신규상장,KQ,"28,000",2014-12-26,"28,074","70,758","54,071","84,648",20.23,13.22,21.44,7.85,20.78,24.41,15.16,"3,211,970","3,211,970","105,829,824,150","5,689,031",0.404344,"223,010,015,200",24.41,"10,900",273,"12,742.55",-90,"-4,287.02",0,0
바디텍메드,신규상장,KQ,"2,000",2014-12-29,"18,225","20,230","23,192","49,209",,,,,,1.58,0.28,"27,111","27,111","494,561,285","4,600,000",0.053707,"9,200,000,000",0.75,15,124,247.82,-149,-297.82,0,0
국일신동,신규상장,KQ,"1,700",2014-12-29,"2,745","2,745","2,330","2,180",10.76,0.69,11.67,0.62,6.42,14.91,0.96,"10,073,269","10,073,269","29,217,518,900","11,090,000",0.90832,"30,442,050,000",21.32,655,"1,978","5,942.73","-1,885","-5,661.17",0,0
와이제이엠게임즈,신규상장,KQ,"5,500",2014-12-29,"1,902","2,490","1,872","2,220",3.67,2,3.83,0.41,-94.48,4.95,2.7,"21,724,345","21,724,345","47,555,682,470","2,693,705",1.612971,"25,617,134,550",28.34,"3,140",481,"5,190.49",-432,"-4,661.15",0,0
스튜디오산타클로스,신규상장,KQ,"2,000",2014-12-29,"1,995","2,100","2,400","2,950",,,,,,,,"151,771","151,771","302,838,600","6,815,000",0.02227,"13,595,925,000",0.5,10,135,269.05,-135,-269.05,0,0
썸에이지,신규상장,KQ,"2,000",2014-12-29,"1,961","2,636","2,059","2,268",,,,,,,,"1,517,362","1,517,362","2,911,757,635","16,000,000",0.088346,"33,680,000,000",5.28,110,829,"1,706.90",-829,"-1,706.90",0,0
포시에스,신규상장,KQ,"9,100",2015-02-11,"11,499","8,840","9,163","6,769",17.48,3.32,19.73,5.64,21.71,23.98,4.22,"6,420,718","6,420,718","76,185,554,800","6,212,799",0.742725,"99,404,784,000",16.51,"2,700",865,"13,904.06",-631,"-10,137.61",0,0
FSN,신규상장,KQ,"2,000",2015-03-25,"2,310","2,505","2,540","2,530",,,,,,1.75,1.42,"1,626,556","1,626,556","3,728,794,260","5,350,000",0.304029,"12,358,500,000",5.83,135,473,"1,080.82",-426,-972.73,0,0
클래시스,신규상장,KQ,"2,000",2015-04-03,"2,170","2,270","2,190","2,135",,,,,,4.75,2.23,"1,260,743","1,260,743","2,719,075,630","5,500,000",0.229226,"11,935,000,000",1.85,40,431,927.65,-386,-831.74,0,0
에이비프로바이오,신규상장,KQ,"15,000",2015-04-13,"4,127","3,187","2,904","2,588",14.11,3.26,12.9,2.42,357.68,17.34,3.83,"11,696,809","11,696,809","51,683,411,500","10,314,800",0.188702,"255,807,040,000",16.64,"4,500",552,"14,908.67",-287,"-7,926.56",0,0
디알텍,신규상장,KQ,"2,000",2015-04-20,"2,580","2,790","2,320","2,115",,,,,,11.85,1.35,"1,100,549","1,100,549","2,717,496,565","4,433,000",0.248263,"11,437,140,000",13.89,335,38,94.95,-31,-77.44,0,0
로보로보,신규상장,KQ,"2,000",2015-04-22,"2,484","2,242","2,184","2,067",,,,,,,,"3,041,257","3,041,257","8,111,029,255","2,800,000",1.054077,"7,168,000,000",28.19,840,640,"1,783.72",-612,"-1,712.38",0,0
휴센텍,신규상장,KQ,"2,000",2015-04-28,"2,255","2,245","2,190","2,100",,,,,,,,"3,256,286","3,256,286","7,492,647,005","5,500,000",0.592052,"12,402,500,000",10.01,235,302,707.04,-437,"-1,014.10",0,0
이노인스트루먼트,신규상장,KQ,"2,000",2015-05-08,"9,006","9,087","11,065","8,501",,,,,,,,"441,962","441,962","3,977,317,545","7,000,000",0.254978,"15,610,000,000",2.24,50,-313,-696.11,332,737.79,0,0
토박스코리아,신규상장,KQ,"2,000",2015-05-13,"1,358","1,505","1,250","1,048",,,,,,32.95,19.51,"1,033,556","1,033,556","1,295,626,655","3,535,000",0.146189,"9,597,525,000",13.78,350,79,200.64,-78,-198.88,0,0
우정바이오,신규상장,KQ,"2,000",2015-05-18,"6,268","5,213","5,620","5,149",,,,,,15.4,2.41,"801,627","801,627","5,314,073,420","5,500,000",0.370623,"13,557,500,000",19.25,525,260,705.07,-245,-665.5,0,0
제노포커스,신규상장,KQ,"11,000",2015-05-29,"12,650","19,650","13,475","11,550",66.44,15.99,113.15,23.57,-505.97,78.34,17.69,"294,938","294,938","3,662,794,300","6,754,667",0.021832,"170,893,075,100",13.95,"3,300",64,"1,567.19",-63,"-1,550.36",0,0
디딤,신규상장,KQ,"2,000",2015-06-10,"2,120","2,140","2,160","2,005",,,,,,20.82,2.13,"2,590,446","2,590,446","5,520,026,030","7,450,000",0.347711,"15,794,000,000",4.44,95,564,"1,202.23",-522,"-1,113.28",0,0
픽셀플러스,신규상장,KQ,"30,000",2015-06-12,"29,000","30,600","25,600","16,100",11.29,2.23,6.63,1.82,18.35,11.87,2.34,"2,090,373","2,090,373","58,682,774,600","8,166,558",0.255967,"236,830,182,000",19.98,"5,550",335,"9,248.44",-323,"-8,899.39",0,0
러셀,신규상장,KQ,"2,000",2015-06-16,"2,020","2,145","2,105","2,000",,,,,,14.52,0.93,"2,116,259","2,116,259","4,295,465,410","4,750,000",0.445528,"9,595,000,000",2.7,55,518,"1,043.71",-517,"-1,042.65",0,0
싸이맥스,신규상장,KQ,"16,300",2015-06-17,"8,836","7,543","6,154","6,230",8.87,2.02,9.76,0.97,11.66,12.51,2.85,"3,175,190","3,175,190","30,408,438,500","5,354,863",0.374257,"74,968,082,000",17.94,"2,700",447,"6,852",-441,"-6,769.94",0,0
넵튠,신규상장,KQ,"2,000",2015-06-18,"10,075","11,000","10,750","10,000",,,,,,-2.79,-2.3,"273,015","273,015","2,750,154,940","5,124,000",0.266408,"10,324,860,000",1.24,25,538,"1,082.95",-516,"-1,038.47",0,0
미래생명자원,신규상장,KQ,"2,000",2015-06-18,"2,030","2,185","2,110","2,000",,,,,,5.59,0.49,"1,426,026","1,426,026","2,879,021,080","3,530,000",0.403973,"7,165,900,000",1.98,40,105,208.94,-30,-55.63,0,0
베셀,이전상장,KQ,"9,000",2015-06-19,"5,204","4,383","4,063","4,503",5.69,2.57,5.61,0.6,16.42,7.07,3.19,"5,519,493","59,926","324,301,688","4,119,655",0.670385,"42,844,412,000",33.12,"3,950",785,"9,214.79",-342,"-4,292.85",0,0
에스엘바이오닉스,신규상장,KQ,"11,300",2015-06-25,"10,086","9,175","6,119","6,045",8.81,3.33,7.07,1.14,8.06,12.46,4.2,"3,784,367","3,784,367","33,854,203,550","5,200,000",0.490984,"77,740,000,000",28.68,"3,750",468,"5,877.43",-420,"-5,310.11",0,0
이큐셀,신규상장,KQ,"6,500",2015-06-26,"43,945","28,835","29,342","52,734",31.2,8.17,14.52,3.34,16.28,21.76,5.7,"1,204,975","1,204,975","50,556,027,150","5,813,000",0.70072,"75,569,000,000",26.09,"3,000",333,"3,727.05",-312,"-3,448.84",0,0
코아스템,신규상장,KQ,"16,000",2015-06-26,"41,600","37,550","22,000","19,000",-75.1,47.46,-139.05,39.33,-208.57,-96.13,56.7,"699,441","699,441","28,917,456,000","15,717,440",0.044501,"653,845,504,000",26.09,"9,600",354,"14,566.76",-289,"-11,870.37",0,0
켐온,신규상장,KQ,"2,000",2015-06-26,"2,055","2,165","2,100","1,980",,,,,,9.25,1.38,"1,752,399","1,752,399","3,560,974,785","7,000,000",0.250343,"14,385,000,000",1.97,40,723,"1,464.30",-632,"-1,275.43",0,0
동운아나텍,신규상장,KQ,"10,000",2015-06-30,"5,181","5,222","4,675","4,331",11.58,3.29,,,,,,,,,,,"71,385,600,000",20.24,"2,500",287,"3,493.13",105,"1,293.27",0,0
유테크,신규상장,KQ,"9,000",2015-06-30,"5,429","8,381","5,554","6,955",9.42,1.83,6.31,0.77,7.35,12.74,2.27,"4,066,240","4,066,240","23,544,868,300","4,915,300",0.413941,"53,331,005,000",17.56,"2,050",320,"3,867.20",-220,"-2,708.21",0,0
민앤지,신규상장,KQ,"28,000",2015-06-30,"22,425","18,150","19,575","16,400",40.74,19.71,40.99,12.18,43.17,48.24,23.33,"3,755,096","3,755,096","97,157,190,800","5,682,814",0.330391,"254,874,207,900",43.85,"24,350",321,"17,463.54",-112,"-6,807.86",0,0
RFHIC,신규상장,KQ,"2,000",2015-06-30,"10,293","12,001","11,074","10,123",,,,,,1.1,0.16,"168,634","168,634","1,717,476,320","6,830,000",0.120448,"14,411,300,000",2.15,45,-103,-216.19,105,220.3,0,0
켐트로스,신규상장,KQ,"2,000",2015-07-27,"2,220","3,800","2,490","2,020",50.58,2.83,6.4,1.99,16.29,11.9,0.67,"1,318,133","1,318,133","3,249,975,850","3,020,000",0.436468,"6,704,400,000",27.9,715,204,502.26,-202,-496.85,0,0
로지시스,신규상장,KQ,"2,500",2015-07-29,"5,430","5,430","5,970","4,500",22.28,3.37,17.71,1.21,139.48,29.06,4.4,"16,989,945","16,989,945","82,024,638,470","9,340,922",1.818872,"50,721,206,460",38.42,"1,750","1,290","5,678.99","-1,229","-5,425.08",0,0
아이쓰리시스템,신규상장,KQ,"36,000",2015-07-30,"29,192","24,587","35,836","32,414",28.79,6.93,22.26,4.9,293.26,36.59,8.81,"5,425,017","5,425,017","197,917,590,000","3,317,400",0.823088,"192,409,200,000",39.65,"27,100",97,"7,075.56",-5,-153.57,0,0
아시아경제,신규상장,KQ,"3,600",2015-07-31,"4,210","3,855","3,215","2,605",14.02,2.88,8.09,1.12,21,17.71,3.64,"22,105,692","22,105,692","82,080,943,125","25,244,030",0.87568,"106,277,366,300",36.19,"1,290","4,008","14,121.78","-3,769","-13,277.57",0,0
칩스앤미디어,이전상장,KQ,"10,500",2015-08-05,"6,316","2,985","3,335","3,794",18.07,2.9,18.55,4.21,13.65,22.13,3.56,"19,831,289","160,512","934,912,259","3,397,702",2.247731,"55,722,312,800",26.75,"4,200",507,"8,088.55",-490,"-7,808.50",0,0
쎄노텍,신규상장,KQ,"2,000",2015-08-06,"4,065","2,320","2,100","2,240",,,,,,4.09,0.61,"6,231,880","6,231,880","20,478,814,370","3,300,000",1.888448,"13,414,500,000",37.89,"1,295",806,"2,587.72",-711,"-2,281.32",0,0
흥국에프엔비,신규상장,KQ,"20,000",2015-08-07,"10,400","8,260","6,760","6,070",42.64,11,35.87,7.44,42.08,57.09,14.27,"2,608,640","2,608,640","27,024,388,000","6,716,250",0.077681,"349,245,000,000",26.09,"12,000",86,"4,446.22",48,"2,553.03",0,0
마이더스AI,신규상장,KQ,"2,000",2015-08-13,"3,150","2,215","2,170","1,970",,,,,,9.78,1.04,"15,715,960","15,715,960","60,465,765,625","3,100,000",5.069665,"9,765,000,000",31.49,"1,170","1,478","5,711.18","-1,234","-4,747.26",0,0
파인텍,신규상장,KQ,"10,500",2015-08-17,"10,087","6,105","4,843","3,840",11.3,3.35,9,0.31,5.58,14.65,4.34,"6,948,222","6,948,222","86,822,274,150","4,997,621",0.820091,"85,459,319,100",45.38,"9,950",535,"12,064.01",-445,"-10,002.99",0,0
웹스,신규상장,KQ,"7,200",2015-08-24,"4,000","3,595","2,915","2,810",10.8,1.89,9,1.29,9.55,15.04,2.44,"9,201,320","9,201,320","44,895,953,800","6,254,000",0.735635,"50,032,000,000",43.9,"4,500",884,"9,158.44",-785,"-8,147.19",0,0
맘스터치,신규상장,KQ,"2,000",2015-08-28,"2,155","2,105","2,010","2,010",,,,,,2.71,1.88,"2,379,541","2,379,541","5,143,436,380","6,750,000",0.352525,"14,546,250,000",2.77,60,445,961.51,-376,-811.97,0,0
씨아이에스,신규상장,KQ,"2,000",2015-09-02,"2,160","2,110","2,010","2,000",,,,,,-24.63,0.63,"3,395,211","3,395,211","7,274,518,050","7,000,000",0.48503,"15,120,000,000",3.48,75,244,512.54,-614,"-1,314.34",0,0
인포마크,신규상장,KQ,"14,000",2015-09-23,"20,100","21,650","13,000","19,300",15.97,3.86,17.42,0.77,8.99,20.78,4.87,"2,008,207","2,008,207","47,013,467,900","3,503,708",0.573166,"70,424,530,800",35.4,"8,150",364,"8,884.77",-274,"-6,631.45",0,0
제너셈,신규상장,KQ,"10,500",2015-09-25,"5,255","4,519","5,600","5,320",6.41,2.95,8.15,1,11.65,9.16,4.21,"6,379,843","6,379,843","34,666,078,850","4,384,587",0.728166,"46,038,163,500",13.33,"1,450",726,"7,968.17",-418,"-4,581.31",0,0
타이거일렉,신규상장,KQ,"6,000",2015-09-25,"7,430","6,630","5,080","4,775",12.28,1.75,8.29,1.31,11.09,14.98,2.14,"4,719,711","4,719,711","31,041,828,260","5,589,290",0.84442,"41,528,424,700",26.18,"1,720","1,069","7,024.80","-1,026","-6,723.06",0,0
넷게임즈,신규상장,KQ,"2,000",2015-09-25,"10,450","10,775","10,000","9,950",,,,,,-20.91,7.39,"352,672","352,672","3,671,285,465","9,050,000",0.194846,"18,914,500,000",1.44,30,133,272.86,-92,-187.4,0,0
패션플랫폼,신규상장,KQ,"2,000",2015-10-05,"2,100","2,065","2,030","1,990",,,,,,6.6,2.1,"1,550,463","1,550,463","3,252,515,820","5,105,000",0.303715,"10,720,500,000",1.19,25,-67,-141.03,59,124.79,0,0
한송네오텍,신규상장,KQ,"2,000",2015-10-06,"2,100","2,105","2,010","1,990",,,,,,7.1,1.16,"1,351,917","1,351,917","2,844,058,305","4,450,000",0.303802,"9,345,000,000",0.71,15,169,356.71,-141,-297.73,0,0
케이엠제약,신규상장,KQ,"2,000",2015-10-08,"2,000","1,995","1,900","1,886",,,,,,8.23,2.41,"2,094,665","2,094,665","4,189,481,660","4,500,000",0.443315,"9,450,000,000",0.48,10,167,350.95,-126,-264.66,0,0
뉴지랩파마,신규상장,KQ,"8,900",2015-10-13,"4,325","3,670","3,730","3,380",10.36,1.5,10.15,0.42,6.98,18.65,2.69,"8,256,878","8,256,878","39,022,593,580","5,744,821",0.718637,"49,692,701,650",17.41,"1,650",801,"7,715.69",-760,"-7,315.95",0,0
엑시콘,이전상장,KQ,"10,000",2015-10-22,"8,566","8,220","7,427","7,497",9.79,1.49,8.6,1.55,"-3,667.21",12.74,1.94,"1,056,468","15,037","176,802,406","8,883,500",0.117774,"76,842,275,000",18.49,"1,760",338,"3,191.60",-320,"-3,012.64",0,0
KH E&T,신규상장,KQ,"2,000",2015-10-22,"2,080","2,015","2,000","1,945",,,,,,6.59,1.1,"1,144,309","1,144,309","2,380,127,610","5,315,000",0.215298,"11,055,200,000",1.45,30,69,140.41,-28,-54.3,0,0
엔케이맥스,신규상장,KQ,"17,000",2015-10-23,"12,900","13,175","20,850","19,975",-29.91,-80.78,-48.63,104.08,-34.5,-44.5,-108.48,"4,301,476","4,301,476","62,619,133,700","10,072,552",0.213525,"259,871,841,600",43.42,"13,200",116,"4,152.55",-104,"-3,745.47",0,0
연우,신규상장,KQ,"25,200",2015-11-02,"36,550","34,950","38,700","43,650",42.12,4.21,21.62,2.16,20.91,48.7,4.87,"3,053,822","3,053,822","97,377,483,800","11,552,600",0.264341,"422,247,530,000",28.26,"9,050",282,"8,787.53",-260,"-8,085.82",0,0
더블유게임즈,신규상장,KQ,"65,000",2015-11-04,"62,500","52,800","36,950","35,300",28.28,19.23,33.75,11.17,29.58,37.97,25.81,"3,598,541","3,598,541","240,681,637,400","17,089,768",0.210567,"1,068,110,500,000",13.57,"9,100",751,"50,042.45",-614,"-40,783.50",0,0
본느,신규상장,KQ,"2,000",2015-11-05,"2,025","2,000","1,985","1,955",,,,,,48.08,38.35,"1,678,357","1,678,357","3,386,712,220","6,500,000",0.258209,"13,162,500,000",0.99,20,520,"1,047.88",-393,-793.26,0,0
유앤아이,신규상장,KQ,"30,000",2015-11-12,"24,350","22,550","24,800","22,300",80.69,14.75,63.82,8.01,167.73,110.34,18.52,"1,284,601","1,284,601","34,769,985,000","7,037,087",0.182547,"171,353,068,450",18.11,"4,850",296,"8,049",-273,"-7,400.94",0,0
나무가,신규상장,KQ,"37,000",2015-11-12,"8,271","14,035","16,291","14,160",47.91,4.51,16.48,0.4,-21.19,52.97,4.98,"2,950,299","2,950,299","25,316,592,000","2,924,383",0.252844,"96,504,639,000",20.62,"7,000",168,"5,667.94",-210,"-7,224.68",0,0
아이진,이전상장,KQ,"13,500",2015-11-16,"9,936","9,784","16,194","17,142",-34.25,26.66,-43.41,651.59,-41.9,-44.77,33.99,"2,092,571","27,719","332,496,731","10,000,000",0.158717,"131,000,000,000",17.78,"2,400",536,"7,072.82",-482,"-6,364.93",0,0
케어젠,신규상장,KQ,"110,000",2015-11-17,"107,000","96,700","99,700","119,400",70.37,17.68,62.96,33.64,67.45,83.58,20.83,"1,005,226","1,005,226","107,083,158,500","10,710,000",0.093859,"1,145,970,000,000",11.06,"11,700",106,"11,001.10",-101,"-10,412.96",0,0
네오오토,신규상장,KQ,"12,000",2015-11-18,"6,667","6,440","6,800","6,700",6.15,1.02,2.69,0.39,1.75,7.69,1.24,"1,343,415","1,343,415","9,893,172,450","5,250,000",0.170592,"52,500,000,000",19,"2,100",225,"2,526.07",-222,"-2,475.88",0,0
엔투텍,신규상장,KQ,"2,000",2015-11-18,"2,000","1,970","2,010","2,160",,,,,,-26.36,3.44,"547,827","547,827","1,094,536,635","7,550,000",0.07256,"15,100,000,000",0.75,15,-13,-26.24,-24,-48.2,0,0
매직마이크로,이전상장,KQ,"5,500",2015-11-19,970,900,915,900,3.72,0.91,3.55,0.37,2.56,5.75,1.4,"4,750,605","23,010","24,598,851","6,222,125",0.1527,"30,177,306,250",15.69,800,351,"1,756",-296,"-1,484.34",0,0
케이디켐,신규상장,KQ,"16,000",2015-11-19,"12,500","13,950","13,800","19,150",1.84,0.31,7.73,0.23,2.87,9.39,1.58,"468,527","468,527","6,592,587,850","4,034,800",0.116121,"50,435,000,000",22.06,"3,100",168,"2,371.57",-156,"-2,207.81",0,0
캔서롭,이전상장,KQ,"40,000",2015-11-20,"4,853","3,931","3,550","3,958",232.59,8.69,110.03,10.32,61.75,361.96,10.49,"2,292,672","16,141","80,036,049","2,074,820",0.147739,"75,315,966,000",17.31,"6,850",112,"4,483.91",-112,"-4,487.55",0,0
하이즈항공,신규상장,KQ,"18,000",2015-11-25,"16,800","15,700","10,050","9,150",62.08,13.89,45.25,7.16,36.02,81.2,17.4,"1,785,062","1,785,062","29,802,214,750","17,446,167",0.102318,"293,095,605,600",15.9,"2,600",310,"5,067.11",-228,"-3,719.07",0,0
미래테크놀로지,신규상장,KQ,"16,100",2015-12-01,"13,700","14,200","12,750","10,700",12.06,3.56,13.38,2.7,14.97,19.33,4.89,"939,766","939,766","13,887,718,150","5,500,000",0.170867,"75,350,000,000",14.86,"2,200",365,"5,389.07",-373,"-5,494.49",0,0
엔에스,신규상장,KQ,"8,000",2015-12-07,"7,375","11,100","7,825","9,550",21.6,5.68,26.34,2.15,11.84,34.94,7.57,"5,009,746","5,009,746","39,461,728,700","4,900,000",0.511199,"72,275,000,000",27.03,"4,000",241,"3,516.09",-228,"-3,338.37",0,0
멕아이씨에스,신규상장,KQ,"4,500",2015-12-14,"3,193","5,007","3,841","3,556",-794.72,13.74,75.94,2.93,42.52,"-1,121.23",19.39,"3,773,880","3,773,880","12,701,146,750","5,361,500",0.340511,"35,385,900,000",31.45,"2,310",269,"1,920.96",-279,"-1,986.51",0,0
예스티,이전상장,KQ,"14,500",2015-12-16,"7,217","7,678","7,738","6,816",75.56,3.79,29.67,1.25,50.45,116.18,5.84,"2,676,147","16,304","108,932,606","4,327,321",0.247949,"77,891,778,000",24.11,"4,250",127,"2,030.31",36,625.06,0,0
코스맥스엔비티,신규상장,KQ,"21,000",2015-12-16,"14,500","26,200","25,550","38,700",107.65,19.37,55.23,5.09,57.48,134.84,24.27,"9,510,626","9,510,626","133,375,736,200","10,314,000",0.461054,"299,106,000,000",26.09,"6,900",-92,"-3,141.85",199,"6,214.22",0,0
에치에프알,신규상장,KQ,"2,000",2015-12-16,"9,936","10,358","10,655","9,763",,,,,,-22.28,0.45,"225,518","225,518","2,233,602,725","8,000,000",0.139703,"16,040,000,000",1,20,436,870.58,-419,-837.48,0,0
파크시스템스,신규상장,KQ,"9,000",2015-12-17,"8,660","12,100","12,500","18,200",-64.55,7.6,165.02,3.03,-145.13,-71.65,8.44,"2,423,547","2,423,547","23,046,062,640","5,931,155",0.408613,"51,363,802,300",28.63,"2,880",527,"5,148.55",-450,"-4,364.86",0,0
보광산업,신규상장,KQ,"4,000",2015-12-17,"2,111","2,542","2,522","4,834",10.49,2.63,10.11,1.31,3.82,18.45,3.77,"42,241,734","42,241,734","99,158,383,650","11,490,000",1.229884,"72,501,900,000",26.37,"1,850","1,195","8,111.58",-978,"-6,637.47",0,0
메가엠디,신규상장,KQ,"3,000",2015-12-18,"3,800","3,735","4,245","3,675",14.35,1.59,8.7,0.98,8.47,17.44,1.93,"8,257,472","8,257,472","35,274,284,535","20,401,568",0.404747,"77,525,958,400",31.18,"1,400","1,869","8,071.68","-1,820","-7,849.90",0,0
에이치엘비제약,신규상장,KQ,"6,500",2015-12-21,"8,012","9,882","6,677","8,610",222.79,14.42,71.87,3.95,43.99,276.71,17.51,"6,939,147","6,939,147","48,651,991,650","7,023,345",0.659669,"84,280,140,000",33.8,"3,470",779,"7,642.12",-492,"-4,874.23",0,0
강스템바이오텍,신규상장,KQ,"6,000",2015-12-21,"7,831","13,889","11,755","14,851",-20.12,20.05,-32.41,428.49,-25.71,-29.16,29.07,"5,282,113","5,282,113","38,029,348,680","13,817,150",0.319847,"129,328,524,000",27.46,"2,260","1,054","8,785.48",-983,"-8,211.43",0,0
아진산업,신규상장,KQ,"6,500",2015-12-22,"4,095","5,106","5,009","5,586",3.79,0.85,4.91,0.18,0.82,5.56,1.24,"8,111,451","8,111,451","35,447,033,780","12,415,300",0.423355,"78,464,696,000",23.69,"1,690","1,359","9,170.53","-1,222","-8,243.46",0,0
덱스터,신규상장,KQ,"14,000",2015-12-22,"14,447","15,852","10,510","11,011",36.84,10.66,44.2,8.13,-51.95,67.32,19.48,"10,632,042","10,632,042","149,499,809,050","9,630,524",0.553817,"277,359,091,200",36.11,"9,850",334,"9,084.46",55,"1,037.01",0,0
한국맥널티,신규상장,KQ,"8,000",2015-12-23,"6,631","14,888","12,160","8,833",9.98,4.49,8.23,2.84,23.31,11.77,6.61,"9,392,371","9,392,371","82,838,897,200","4,975,000",0.944767,"65,918,750,000",41.79,"7,000",756,"13,989.57",-708,"-13,088.46",0,0
휴젤,신규상장,KQ,"150,000",2015-12-24,"57,393","75,807","90,096","107,010",29.23,9.05,34,9.53,36.37,42.03,12.95,"1,621,887","1,621,887","101,956,153,300","3,284,058",0.168415,"552,706,961,400",22.52,"42,300",44,"8,548.08",-33,"-6,494.36",0,0
육일씨엔에쓰,신규상장,KQ,"6,000",2015-12-24,"5,160","6,980","8,670","6,440",14,2.22,5.32,0.38,11.94,15.29,2.43,"2,017,431","2,017,431","11,418,237,940","8,522,980",0.236705,"43,978,576,800",29.06,"1,710",552,"3,102.74",-452,"-2,570.52",0,0
경남제약헬스케어,신규상장,KQ,"10,000",2015-12-24,"27,200","33,300","30,900","21,900",20.64,25,22.74,1.54,16.75,28.37,21.78,"1,085,128","1,085,128","33,925,002,450","5,227,400",0.415169,"71,092,640,000",31.61,"5,050",469,"7,692.56",-493,"-8,051.27",0,0
와이아이케이,신규상장,KQ,"2,000",2015-12-24,"2,000","1,975","1,960","1,960",,,,,,3.05,1.26,"270,199","270,199","538,493,930","10,620,000",0.025442,"21,240,000,000",1.5,30,104,207.61,-134,-267.36,0,0
에스와이,신규상장,KQ,"5,000",2015-12-29,"1,532","2,970","3,158","4,424",8.45,1,10.8,0.17,3.92,12.19,1.45,"8,525,443","8,525,443","12,331,595,970","6,200,000",0.344686,"37,882,000,000",26.09,"1,410",815,"4,802.27",-741,"-4,357.85",0,0
코디엠,신규상장,KQ,"4,700",2015-12-29,407,"1,181",814,585,7.66,3.13,10.1,0.38,47.71,12.09,4.95,"60,805,688","60,805,688","27,918,201,430","3,793,630",1.069503,"23,141,143,000",26.36,"1,840",594,"4,165.09",-501,"-3,556.49",0,0
자안바이오,신규상장,KQ,"13,000",2016-01-27,"31,928","24,516","38,933","25,738",17.23,2.47,13.22,0.88,6.73,22.66,3.55,"3,459,841","3,459,841","117,249,816,650","3,460,340",1.628751,"67,822,664,000",33.73,"7,100","1,088","22,649.54",-476,"-9,789.86",0,0
크리스탈신소재,신규상장,KQ,"3,000",2016-01-28,"3,521","2,953","3,271","3,881",9.11,1.26,4.72,3.72,8.49,9.05,1.49,"37,141,660","37,141,660","127,552,518,750","61,622,771",0.548448,"238,480,123,770",20.98,805,"6,977","26,288.55","-6,810","-25,656.63",0,0
유니트론텍,신규상장,KQ,"14,000",2016-02-02,"8,296","6,476","7,010","10,816",11.35,3.6,10.97,0.75,-32.74,13.4,4.25,"9,295,736","9,295,736","75,209,989,500","3,310,650",0.937319,"82,269,652,500",26.89,"6,400",-30,-668.31,48,"1,107.80",0,0
아이엠텍,신규상장,KQ,"7,500",2016-02-03,"308,750","316,250","230,000","202,250",11.62,4.81,9.62,1.61,10.54,14.29,5.91,"523,313","523,313","142,229,484,970","16,787,750",0.779309,"207,328,712,500",28.07,"3,040",476,"4,472.36",-432,"-3,958.36",0,0
안트로젠,신규상장,KQ,"24,000",2016-02-15,"39,100","35,050","30,200","30,800","-4,422.45",15.84,"2,694.81",73,305.35,"-5,004.71",17.54,"2,883,369","2,883,369","110,049,682,900","7,463,435",0.386333,"291,820,308,500",19.69,"7,500",127,"4,794.84",-103,"-3,834.84",0,0
큐리언트,신규상장,KQ,"21,000",2016-02-29,"39,000","43,450","44,500","43,650",-19.81,75.91,-29.99,,-24.44,-30.3,97.4,"4,272,052","4,272,052","160,752,679,700","7,227,262",0.591102,"281,863,218,000",18.72,"7,000",499,"17,605.93",-290,"-9,607.60",0,0
에이트원,신규상장,KQ,"2,000",2016-03-02,658,667,668,"1,400",,,,,,2.66,0.92,"1,482,153","1,482,153","992,472,745","2,000,000",0.247026,"3,950,000,000",3.49,70,25,49.28,10,22.45,0,0
AP위성,신규상장,KQ,"9,700",2016-03-04,"10,750","9,720","7,110","9,430",11.89,2.79,10.45,2.87,22.77,15.99,3.75,"5,691,206","5,691,206","65,881,405,050","13,097,740",0.434518,"140,800,705,000",19.11,"2,250","1,474","17,375.09","-1,401","-16,478.54",0,0
